lemma,PoS,freq(ipm)
коснуться,v,27.8
медицина,s,27.8
осенний,a,27.8
отчетливо,adv,27.8
потребоваться,v,27.8
пушкинский,a,27.8
ужасно,adv,27.8
юбилей,s,27.8
вложить,v,27.7
греческий,a,27.7
задумчиво,adv,27.7
кирпич,s,27.7
несчастье,s,27.7
плащ,s,27.7
понести,v,27.7
похороны,s,27.7
прошептать,v,27.7
рассмеяться,v,27.7
рюмка,s,27.7
совершенствование,s,27.7
солидный,a,27.7
творить,v,27.7
энергетический,a,27.7
ярко,adv,27.7
всемирный,a,27.6
исход,s,27.6
контрольный,a,27.6
ликвидация,s,27.6
оболочка,s,27.6
общее,s,27.6
планироваться,v,27.6
поступление,s,27.6
поэтический,a,27.6
симпатичный,a,27.6
усталость,s,27.6
уступать,v,27.6
школьник,s,27.6
аренда,s,27.5
ежедневно,adv,27.5
комбинат,s,27.5
малейший,a,27.5
местность,s,27.5
нападение,s,27.5
обсудить,v,27.5
оторвать,v,27.5
специфический,a,27.5
убежать,v,27.5
биография,s,27.4
бурный,a,27.4
добавлять,v,27.4
допрос,s,27.4
звено,s,27.4
лишение,s,27.4
модернизация,s,27.4
поделиться,v,27.4
потянуться,v,27.4
футбол,s,27.4
весенний,a,27.3
выслушать,v,27.3
грипп,s,27.3
коммунальный,a,27.3
набирать,v,27.3
отрезать,v,27.3
роскошный,a,27.3
территориальный,a,27.3
удобно,adv,27.3
заботиться,v,27.2
запрет,s,27.2
командировка,s,27.2
неизбежный,a,27.2
общественность,s,27.2
почитать,v,27.2
протест,s,27.2
суп,s,27.2
авторский,a,27.1
вводить,v,27.1
каша,s,27.1
командование,s,27.1
муха,s,27.1
педагог,s,27.1
пожелать,v,27.1
посещать,v,27.1
потянуть,v,27.1
походить,v,27.1
прижать,v,27.1
прислушиваться,v,27.1
совершенный,a,27.1
торговать,v,27.1
видение,s,27.0
гарантировать,v,27.0
избавиться,v,27.0
интонация,s,27.0
напряженный,a,27.0
общежитие,s,27.0
печка,s,27.0
рассуждение,s,27.0
рождаться,v,27.0
семинар,s,27.0
собственник,s,27.0
спектр,s,27.0
турист,s,27.0
шепот,s,27.0
возрасти,v,26.9
молния,s,26.9
ограничить,v,26.9
охотник,s,26.9
пилот,s,26.9
плоть,s,26.9
предлагаться,v,26.9
предъявить,v,26.9
прятать,v,26.9
семя,s,26.9
завершение,s,26.8
композиция,s,26.8
краткий,a,26.8
крутить,v,26.8
нежели,conj,26.8
нормально,adv,26.8
праздничный,a,26.8
разобрать,v,26.8
ранить,v,26.8
самец,s,26.8
фракция,s,26.8
череп,s,26.8
дружить,v,26.7
неоднократно,adv,26.7
подача,s,26.7
по-другому,advpro,26.7
подходящий,a,26.7
разрушение,s,26.7
расстаться,v,26.7
уставиться,v,26.7
бочка,s,26.6
гараж,s,26.6
закурить,v,26.6
коммунизм,s,26.6
неправильный,a,26.6
носитель,s,26.6
обсуждаться,v,26.6
поглядывать,v,26.6
подтверждение,s,26.6
совокупность,s,26.6
тренировка,s,26.6
алгоритм,s,26.5
глазок,s,26.5
дожидаться,v,26.5
кивать,v,26.5
корпорация,s,26.5
насилие,s,26.5
президиум,s,26.5
принадлежность,s,26.5
провод,s,26.5
сбросить,v,26.5
уснуть,v,26.5
близость,s,26.4
возрождение,s,26.4
заключенный,s,26.4
кружка,s,26.4
мяч,s,26.4
неведомый,a,26.4
референдум,s,26.4
сниться,v,26.4
сосуд,s,26.4
спальня,s,26.4
бесплатный,a,26.3
бормотать,v,26.3
диск,s,26.3
мудрый,a,26.3
переехать,v,26.3
послышаться,v,26.3
поэма,s,26.3
принципиально,adv,26.3
противоречить,v,26.3
размещение,s,26.3
расширить,v,26.3
свойственный,a,26.3
силовой,a,26.3
склон,s,26.3
уточнить,v,26.3
юбка,s,26.3
акцент,s,26.2
ванная,s,26.2
вкусный,a,26.2
инвалид,s,26.2
лавка,s,26.2
механический,a,26.2
мучить,v,26.2
ограниченный,a,26.2
пар,s,26.2
платформа,s,26.2
сниматься,v,26.2
триста,num,26.2
уверять,v,26.2
финансы,s,26.2
цепочка,s,26.2
бокал,s,26.1
бросаться,v,26.1
грустно,adv,26.1
дескать,adv,26.1
жуткий,a,26.1
кисть,s,26.1
отложить,v,26.1
отмечаться,v,26.1
подбородок,s,26.1
разбудить,v,26.1
распространяться,v,26.1
бар,s,26.0
вопреки,pr,26.0
голосование,s,26.0
идиот,s,26.0
инфекция,s,26.0
килограмм,s,26.0
койка,s,26.0
облегчение,s,26.0
петербургский,a,26.0
привлечение,s,26.0
рай,s,26.0
смелый,a,26.0
трибуна,s,26.0
тяжкий,a,26.0
удержаться,v,26.0
жаркий,a,25.9
заявка,s,25.9
медленный,a,25.9
обычай,s,25.9
пострадать,v,25.9
резерв,s,25.9
сократить,v,25.9
тесно,adv,25.9
точно,part,25.9
тур,s,25.9
якорь,s,25.9
диплом,s,25.8
дрова,s,25.8
живопись,s,25.8
красиво,adv,25.8
ошибаться,v,25.8
продаваться,v,25.8
прощаться,v,25.8
такой-то,apro,25.8
учительница,s,25.8
ядро,s,25.8
ворот,s,25.7
годовой,a,25.7
загадка,s,25.7
заметка,s,25.7
недолго,adv,25.7
неподалеку,adv,25.7
окошко,s,25.7
опора,s,25.7
приватизация,s,25.7
просыпаться,v,25.7
сметь,v,25.7
сорвать,v,25.7
универсальный,a,25.7
учеба,s,25.7
христов,a,25.7
шинель,s,25.7
запереть,v,25.6
исключать,v,25.6
конструктор,s,25.6
личной,a,25.6
наметить,v,25.6
ноготь,s,25.6
предупреждение,s,25.6
преподобный,a,25.6
приложить,v,25.6
сохраняться,v,25.6
формальный,a,25.6
выехать,v,25.5
годиться,v,25.5
залить,v,25.5
коричневый,a,25.5
кровавый,a,25.5
либеральный,a,25.5
наивный,a,25.5
национальность,s,25.5
отечество,s,25.5
топор,s,25.5
физик,s,25.5
филиал,s,25.5
барон,s,25.4
владыка,s,25.4
диаметр,s,25.4
жирный,a,25.4
застать,v,25.4
конверт,s,25.4
митрополит,s,25.4
одобрить,v,25.4
осознать,v,25.4
пляж,s,25.4
покрытие,s,25.4
светиться,v,25.4
снежный,a,25.4
спортсмен,s,25.4
тест,s,25.4
усесться,v,25.4
эмоциональный,a,25.4
барак,s,25.3
болото,s,25.3
девятый,anum,25.3
десятый,anum,25.3
евангелие,s,25.3
искренний,a,25.3
кукла,s,25.3
отпускать,v,25.3
поправить,v,25.3
прекращение,s,25.3
семьдесят,num,25.3
совершение,s,25.3
старшина,s,25.3
устанавливаться,v,25.3
эволюция,s,25.3
выводить,v,25.2
германский,a,25.2
жених,s,25.2
задумать,v,25.2
исключительно,part,25.2
лозунг,s,25.2
носок,s,25.2
охранять,v,25.2
патрон,s,25.2
поручение,s,25.2
сыворотка,s,25.2
медный,a,25.1
неудача,s,25.1
одиннадцать,num,25.1
отнять,v,25.1
пермский,a,25.1
послужить,v,25.1
продемонстрировать,v,25.1
рассвет,s,25.1
сволочь,s,25.1
стабильность,s,25.1
телевизионный,a,25.1
эфир,s,25.1
всюду,advpro,25.0
мелодия,s,25.0
обувь,s,25.0
по-своему,advpro,25.0
преследовать,v,25.0
приветствовать,v,25.0
римский,a,25.0
секретный,a,25.0
сталкиваться,v,25.0
ширина,s,25.0
благоприятный,a,24.9
гастроли,s,24.9
ежегодно,adv,24.9
заново,adv,24.9
намек,s,24.9
первоначальный,a,24.9
поместить,v,24.9
раб,s,24.9
раздражение,s,24.9
раненый,s,24.9
внимательный,a,24.8
запустить,v,24.8
котел,s,24.8
кремлевский,a,24.8
мастерство,s,24.8
освоение,s,24.8
полнота,s,24.8
принц,s,24.8
присущий,a,24.8
пруд,s,24.8
развернуться,v,24.8
стальной,a,24.8
колебание,s,24.7
ловко,adv,24.7
рядовой,a,24.7
снаряд,s,24.7
сформировать,v,24.7
давить,v,24.6
зелень,s,24.6
индивид,s,24.6
лук,s,24.6
некогда,advpro,24.6
оправдать,v,24.6
печатать,v,24.6
подчиняться,v,24.6
популярность,s,24.6
поражать,v,24.6
предвыборный,a,24.6
применить,v,24.6
пушка,s,24.6
свое,spro,24.6
скрытый,a,24.6
ток,s,24.6
угу,intj,24.6
фантастический,a,24.6
безумный,a,24.5
благодарный,a,24.5
вылезти,v,24.5
закрепить,v,24.5
крем,s,24.5
направляться,v,24.5
одинаково,adv,24.5
пароход,s,24.5
сверкать,v,24.5
снизить,v,24.5
сравнивать,v,24.5
вздрогнуть,v,24.4
воспринять,v,24.4
драгоценный,a,24.4
забить,v,24.4
звон,s,24.4
инфраструктура,s,24.4
машинка,s,24.4
обещание,s,24.4
препятствие,s,24.4
приблизиться,v,24.4
придать,v,24.4
прилететь,v,24.4
слушатель,s,24.4
супруга,s,24.4
уложить,v,24.4
бедро,s,24.3
иллюзия,s,24.3
максимально,adv,24.3
накрыть,v,24.3
наслаждение,s,24.3
обожать,v,24.3
осторожный,a,24.3
пейзаж,s,24.3
передо,pr,24.3
поделать,v,24.3
разделение,s,24.3
упражнение,s,24.3
внешне,adv,24.2
внешность,s,24.2
гвоздь,s,24.2
гордый,a,24.2
гостиная,s,24.2
недоумение,s,24.2
ночевать,v,24.2
обширный,a,24.2
отыскать,v,24.2
свыше,pr,24.2
частично,adv,24.2
эй,intj,24.2
восприниматься,v,24.1
выдвинуть,v,24.1
ласковый,a,24.1
одетый,a,24.1
порыв,s,24.1
пребывать,v,24.1
сетка,s,24.1
союзник,s,24.1
студенческий,a,24.1
автоматический,a,24.0
безопасный,a,24.0
возрастать,v,24.0
вольный,a,24.0
вследствие,pr,24.0
мобильный,a,24.0
невысокий,a,24.0
подсказать,v,24.0
поставщик,s,24.0
проход,s,24.0
решительный,a,24.0
советник,s,24.0
что-либо,spro,24.0
бесконечно,adv,23.9
влажный,a,23.9
вручить,v,23.9
гладкий,a,23.9
дурацкий,a,23.9
квалификация,s,23.9
колодец,s,23.9
пенсионер,s,23.9
прочный,a,23.9
раздражать,v,23.9
реплика,s,23.9
сарай,s,23.9
словарь,s,23.9
туча,s,23.9
увеличиваться,v,23.9
шуметь,v,23.9
возить,v,23.8
изнутри,adv,23.8
мудрость,s,23.8
опрос,s,23.8
подполковник,s,23.8
попросту,adv,23.8
провинция,s,23.8
простор,s,23.8
прочь,adv,23.8
слон,s,23.8
чин,s,23.8
ад,s,23.7
альбом,s,23.7
вена,s,23.7
направлять,v,23.7
обследование,s,23.7
святой,s,23.7
старт,s,23.7
тепло,adv,23.7
шкура,s,23.7
антитело,s,23.6
бесплатно,adv,23.6
близкие,s,23.6
вспышка,s,23.6
драка,s,23.6
ласково,adv,23.6
младенец,s,23.6
нажать,v,23.6
нестись,v,23.6
